Name,Address,City,Postcode,Latitude,Longitude
Pharmakeio Guardian,5-1260 Kennedy Road,Toronto,M1P 2L3,43.760539,-79.28
Pharmasave,1018 Pape Avenue,Toronto,M4K 3V9,43.689007,-79.349019
Pharmasave,1021 Kingston Road,Toronto,M4E 1T5,43.68063,-79.28476
Pharmasave,"150 Wynford Drive, Unit 115 ",Toronto,M3C 1K6,43.727218,-79.326641
Phil-Way Pharmacy,1700 Eglinton Ave East Unit A3,Toronto,M4A 2X4,43.707042,-79.397974
Phil-Way Pharmacy,A3-1700 Eglinton Ave East,Toronto,M4A 2X4,43.72604,-79.31314
Premier Pharmacy & Compounding Centre,3323 Bathurst St,Toronto,M6A 2B7,43.725412,-79.430944
Prescription Care Centre St. Michael'S Hospital,30 Bond St #1038 Queen Wing,Toronto,M5B 1W8,43.65366,-79.37768
Princess Margaret Hospital Outpatient Pharmacy,610 University Avenue Rm M633,Toronto,M5G 2M9,43.65542,-79.38917
Procare Ida Pharmacy,795 Broadview Ave,Toronto,M4K 2P8,43.67771,-79.35832
Procare Pharmacy,2-3551 Sheppard E,Toronto,M1T 3K8,43.76201,-79.41045
Progress Medical Pharmacy,1-1939 Kennedy Rd,Toronto,M1P 2L9,43.770307,-79.28265
Prohealth Pharmacy,343 Coxwell Ave Unit #3,Toronto,M4L 3B5,43.675207,-79.319929
Providence Pharmacy Providence Healthcare,3276 St. Clair Ave,Toronto,M1L 1W1,43.67474,-79.37619
R. K. Pharmacy,302 Spadina Avenue Suite 101,Toronto,M5T 2E7,43.65528,-79.39867
Raxlen Pharmacy,343 College St,Toronto,M5T 1S9,43.65712,-79.40324
Regency Pharmacy,101-2737 Keele Street,Toronto,M3M 2E9,43.72581,-79.48061
Remedy'S Rx Eglinton Bayview Compounding Pharmacy,586 Eglinton Ave East Suite 102,Toronto,M4P 1P2,43.70258,-79.4196
Remedy'S Rx Global Drug Mart,901 Bay St,Toronto,M5S 3K6,43.663305,-79.386448
Rexall,1 First Canadian Place Unit #Cn1038 ,Toronto,M5K 1C8,43.664481,-79.352034
Rexall,63 Wellesley St E,Toronto,M4Y 1G7,43.66544,-79.38132
Rexall,Yonge-Eglinton Centre 2300 Yonge St,Toronto,M4P 1E4,43.707158,-79.399084
Rexall,1245 Dupont St,Toronto,M6H 2A6,43.667518,-79.441757
Rexall,C001-2 St Clair Ave East,Toronto,M4T 2T5,43.688076,-79.394126
Rexall,600 University Avenue,Toronto,M5G 1X5,43.657536,-79.390445
Rexall,807 Broadview Ave,Toronto,M4K 2P8,43.67793,-79.3582
Rexall,539 Parliament Street,Toronto,M4X 1P7,43.66604,-79.36847
Rexall,1725 Avenue Rd,Toronto,M5M 3Y5,43.72839,-79.41832
Rexall,4789 Yonge Street Unit #2,Toronto,M2N 0G3,43.76311,-79.411333
Rexall,474 Spadina Ave,Toronto,M5T 2G8,43.65773,-79.40037
Rexall,250 University Ave,Toronto,M5H 3E5,43.65042,-79.38702
Rexall,87 Avenue Road,Toronto,M5R 3R9,43.6729,-79.39609
Rexall,3306 Keele Street,Toronto,M3M 2H7,43.743832,-79.486563
Rexall,63 Front Street East,Toronto,M5E 1B3,43.65053,-79.36616
Rexall,159 Yonge St,Toronto,M5C 1X7,43.65198,-79.37886
Rexall,88 Queens Quay West,Toronto,M5J 0B8,43.64055,-79.37846
Rexall,76 Grenville Street,Toronto,M5S 1B2,43.66136,-79.38647
Rexall,1235 Wilson Avenue,Toronto,M3M 0B2,43.724258,-79.489216
Rexall,1093 Queen Street West,Toronto,M6J 1J1,43.643256,-79.42266
Rexall,401 Yonge St.,Toronto,M5B 1S9,43.6594,-79.38188
Rexall,481 Bloor Street W,Toronto,M5S 1Y2,43.66523,-79.40968
Rexall,285 Spadina Avenue,Toronto,M5T 2E6,43.653233,-79.397618
Rexall,190 Sherway Dr,Toronto,M9C 5N2,43.608672,-79.560329
Rexall,Dundas St W,Toronto,M6K 1T8,43.655911,-79.381563
Rexall,Dufferin St,Toronto,M6E 3X7,43.726989,-79.457642
Rexall,249 Marlee Avenue Unit B,Toronto,M6B 4B8,43.705883,-79.442112
Rexall,3701 Lakeshore Blvd W,Toronto,M8W 1P8,43.593011,-79.538909
Rexall,393 Spadina Rd,Toronto,M5P 2W1,43.6885,-79.41238
Rexall,440 Browns Line,Toronto,M8W 3T9,43.601961,-79.545758
Rexall,595 Bay St Box 125,Toronto,M5G 2C2,43.656221,-79.383301
Rexall,901 Eglinton Ave W,Toronto,M6C 2C1,43.70049,-79.4275
Rexall,3607 Sheppard Ave E,Toronto,M1T 3K8,43.782003,-79.293909
Rexall,1113-1115 Wilson Ave,Toronto,M3M 1H2,43.726209,-79.482973
Rexall,120 Adelaide St W Unit R28,Toronto,M5H 1T1,43.65001,-79.3832
Rexall,200-200 Wellington St W Po Box 101,Toronto,M5V 3C7,43.645862,-79.38785
Rexall,3-345 Bloor St E,Toronto,M4W 3J6,43.671543,-79.377979
Rexall,660 Eglington Ave E,Toronto,M4G 2K2,43.70933,-79.38568
Rexall,Commerce Court West C186-199 Bay St,Toronto,M5L 1E7,43.64823,-79.37956
Rexall,Pharmacies Ltd 48 Yonge Street,Toronto,M5E 1G6,43.648009,-79.377764
Rexall,3560 Bathurst St,Toronto,M6A 2E1,43.730064,-79.434147
River Hill Pharmacy,2086 Lawrence Ave West Unit 1 & 2,Toronto,M9N 3Z9,43.701107,-79.512087
Rogers Road Pharmacy,576 Rogers Road,Toronto,M6M 1B6,43.682383,-79.471329
Rosedale Pharmacy,600 Sherbourne Street,Toronto,M4X 1W4,43.671632,-79.376877
Roya Boutique Pharmacy,75 Provost Drive,Toronto,M2K 0B7,43.770351,-79.371257
Royal Care Pharmacy,295 College Street,Toronto,M5T 1S2,43.657477,-79.40123
Rumball Drug Mart,553 Sammon Ave,Toronto,M4C 2E1,43.688643,-79.325594
Saba Pharmacy,547 St. Clair Ave W,Toronto,M6C 1A3,43.682434,-79.420612
Saigon Pharmacy,300 B Spadina Ave,Toronto,M5T 2E7,43.65322,-79.3986
Samm'S Pharmacy,324 Silverthorn Ave,Toronto,M6N 3K6,43.68265,-79.463467
Sam'S I.D.A. Pharmacy,101Y-1920 Yonge Street Po Box #30,Toronto,M4S 3E2,43.649779,-79.378509
Sanomed Pharmacy,1000 Bay Street,Toronto,M5S 3A8,43.66551,-79.38728
Sante Pharmacy,830 Yonge St 2Nd Floor,Toronto,M4W 2H1,43.67128,-79.387405
Sheppard Community Pharmacy,#102-5818 Sheppard Ave East,Toronto,M1B 4Z6,43.79614,-79.22753
Sherbourne Pharmacy,26-2300 Finch Ave West,Toronto,M9M 2Y3,43.75147,-79.54867
Shoppers Drug Mart,901 King Street West,Toronto,M5V 3H5,43.641881,-79.41125
Shoppers Drug Mart,463 College Street,Toronto,M6G 4C1,43.65604,-79.40848
Shoppers Drug Mart,399 Bathurst Street,Toronto,M5T 2S8,43.653095,-79.405688
Shoppers Drug Mart,4700 Keele Street,Toronto,M3J 1P3,43.74802,-79.4879
Shoppers Drug Mart,3446 Dundas St W,Toronto,M6S 2S1,43.665458,-79.48276
Shoppers Drug Mart,1840 Eglinton Avenue West,Toronto,M6E 2J4,43.694972,-79.453456
Shoppers Drug Mart,180 Danforth Ave,Toronto,M4K 1N1,43.6769,-79.35701
Shoppers Drug Mart,3366 Yonge Street,Toronto,M4N 2M7,43.732322,-79.404493
Shoppers Drug Mart,4990 Yonge Street,Toronto,M2N 0A1,43.765808,-79.412474
Shoppers Drug Mart,1473 Queen St W,Toronto,M6R 1A1,43.63991,-79.43904
Shoppers Drug Mart,1015 Lakeshore Boulevard East,Toronto,M4M 1B4,43.657983,-79.329916
Shoppers Drug Mart,292 Dupont Street,Toronto,M5R 1V9,43.674943,-79.407917
Shoppers Drug Mart,761 King Street West,Toronto,M5V 1N4,43.643062,-79.405852
Shoppers Drug Mart,1400 Dupont Street,Toronto,M6H 2B2,43.666727,-79.44749
Shoppers Drug Mart,101-1860 Bayview Ave,Toronto,M4G 0C3,43.714154,-79.377937
Shoppers Drug Mart,388 King St West,Toronto,M5V 1K2,43.64639,-79.39131
Shoppers Drug Mart ,390 Queens Quay West,Toronto,M5V 3A6,43.63833,-79.3887
Shoppers Drug Mart ,"565 Sherbourne St, Suite 40 ",Toronto,M4X 1W7,43.66997,-79.37543
Shoppers Drug Mart ,946 Lawrence Ave East,Toronto,M3C 1R1,43.73637,-79.34877
Shoppers Drug Mart ,351 Queen St E,Toronto,M5A 1T2,43.655482,-79.364107
Shoppers Drug Mart ,1500 Islington Avenue,Toronto,M9A 3L8,43.662947,-79.531129
Shoppers Drug Mart,18 Lower Jarvis Street,Toronto,M5E 1N1,43.64751,-79.37089
Shoppers Drug Mart,A-1033 Queen St West,Toronto,M6J 0A6,43.643753,-79.419439
Shoppers Drug Mart,958 Bloor Street West,Toronto,M6H 1L6,43.661616,-79.428775
Shoppers Drug Mart,718 Yonge Street,Toronto,M4Y 2B3,43.66837,-79.386267
Shoppers Drug Mart,500 King St W,Toronto,M5V 1L9,43.64532,-79.39681
Shoppers Drug Mart,10 Dundas Street East Unit 1,Toronto,M5B 2G9,43.65601,-79.37846
Shoppers Drug Mart,2528 Bayview Avenue,Toronto,M2L 1A9,43.746841,-79.384787
Shoppers Drug Mart,2528 Bayview Avenue,Toronto,M2L 1A9,43.746841,-79.384787
Shoppers Drug Mart,236 Bloor Street West,Toronto,M5S 1T8,43.668376,-79.396992
Shoppers Drug Mart,260 Queen Street West,Toronto,M5V 1Z8,43.649892,-79.391887
Shoppers Drug Mart,333 Bay Street,Toronto,M5H 2R2,43.65037,-79.38036
Shoppers Drug Mart,593 Dundas St E,Toronto,M5A 3H6,43.65204,-79.40143
Shoppers Drug Mart,A-1285 York Mills Road,Toronto,M3A 1Z5,43.760731,-79.324954
Shoppers Drug Mart,2047 Avenue Road,Toronto,M5M 4A7,43.72854,-79.4175
Shoppers Drug Mart,"747 Don Mills Rd, Unit 12 ",Toronto,M3C 1T2,43.712489,-79.335404
Shoppers Drug Mart,2794 Victoria Park Ave,Toronto,M2J 4A8,43.78748,-79.32875
Shoppers Drug Mart,1630 Danforth Avenue,Toronto,M4C 1H6,43.683966,-79.322269
Shoppers Drug Mart,550 Eglinton Ave W,Toronto,M5N 1B6,43.70345,-79.41535
Shoppers Drug Mart,2440 Dundas Street W.,Toronto,M6P 1W9,43.65912,-79.452954
Shoppers Drug Mart,1500 Avenue Road,Toronto,M5M 3X2,43.71569,-79.41248
Shoppers Drug Mart,360A Bloor Street West,Toronto,M5S 1X1,46.49946,-81.00068
Shoppers Drug Mart,20 Bloor St E Hudson Bay Centre,Toronto,M4W 3G7,43.67076,-79.38544
Shoppers Drug Mart,725 College Street,Toronto,M6G 1C5,43.654287,-79.419095
Shoppers Drug Mart,2494 Danforth Avenue,Toronto,M4C 1K9,43.688038,-79.303724
Shoppers Drug Mart,759 Mount Pleasant Rd,Toronto,M4S 2N4,43.70778,-79.38948
Shoppers Drug Mart,1881 Steeles Ave West,Toronto,M3H 5Y4,43.78279,-79.48915
Shoppers Drug Mart,1084 Wilson Avenue,Toronto,M3K 1G6,43.728263,-79.480849
Shoppers Drug Mart,770 Lawrence Ave West,Toronto,M6A 3C6,43.70111,-79.51209
Shoppers Drug Mart,700 Bay Street,Toronto,M5G 1Z6,43.658224,-79.385066
Shoppers Drug Mart,970 Queen St East,Toronto,M4M 1J8,43.66124,-79.34048
Shoppers Drug Mart,"1-124B-220 Yonge St, Eaton Ctr ",Toronto,M5B 2H1,43.65368,-79.38011
Shoppers Drug Mart,70 Eglinton Square Blvd,Toronto,M1L 2K1,43.72384,-79.29952
Shoppers Drug Mart,265 Port Union Rd,Toronto,M1C 2L3,43.78863,-79.1395
Shoppers Drug Mart,925 Eglinton Ave W,Toronto,M6C 2C3,43.70034,-79.42783
Shoppers Drug Mart,523 St. Clair Avenue West,Toronto,M6C 1A1,43.682571,-79.422379
Shoppers Drug Mart,3874 Bathurst St,Toronto,M3H 3N3,43.741204,-79.435325
Shoppers Drug Mart,2345 Yonge Street,Toronto,M4P 1E4,43.70716,-79.39908
Shoppers Drug Mart,1515 Steeles Ave East,Toronto,M2M 3Y7,43.78706,-79.471
Shoppers Drug Mart,467 Parliament St,Toronto,M5A 3A3,43.66403,-79.36754
Shoppers Drug Mart,2550 Finch Avenue West,Toronto,M9M 2G3,43.751259,-79.54618
Shoppers Drug Mart,3003 Danforth Avenue,Toronto,M4C 1M9,43.690307,-79.293458
Shoppers Drug Mart,620 Keele St,Toronto,M6N 3E2,43.671608,-79.467855
Shoppers Drug Mart,1533 Jane Street,Toronto,M9N 2R2,43.69759,-79.50224
Shoppers Drug Mart,45 Overlea Blvd.,Toronto,M4H 1C3,43.70577,-79.34593
Shoppers Drug Mart,1995 Weston Road,Toronto,M9N 1X2,43.701359,-79.51941
Shoppers Drug Mart,1859 Leslie Street,Toronto,M3B 2M1,43.752432,-79.359254
Shoppers Drug Mart,2343 Eglinton Avenue West,Toronto,M6E 2L6,43.691616,-79.468358
Shoppers Drug Mart,3401 Dufferin St.,Toronto,M6A 2T9,43.72608,-79.45147
Shoppers Drug Mart,5845 Yonge Street,Toronto,M2M 3T9,43.786451,-79.416434
Shoppers Drug Mart,812 O'Connor Drive,Toronto,M4B 2S9,43.705965,-79.31284
Shoppers Drug Mart,4865 Leslie Street,Toronto,M2J 2K8,43.779288,-79.3647
Shoppers Drug Mart,5899 Leslie Street,Toronto,M2H 1J8,43.79836,-79.36961
Shoppers Drug Mart,6205 Bathurst Street,Toronto,M2R 2A5,43.74284,-79.43587
Shoppers Drug Mart,"1115 Lodestar Road, Bulding E ",Toronto,M3J 0G9,43.75916,-79.46548
Shoppers Drug Mart,817 Yonge Street,Toronto,M4W 2G9,43.672494,-79.387468
Shoppers Drug Mart,1012 Pape Ave,Toronto,M4K 3V9,43.688139,-79.347981
Shoppers Drug Mart,1507 Yonge Street,Toronto,M4T 1Z2,43.689388,-79.394332
Shoppers Drug Mart,555 University Ave,Toronto,M5G 1X8,43.65737,-79.38744
Shoppers Drug Mart,465 Yonge St,Toronto,M4Y 1X4,43.661823,-79.383029
Shoppers Drug Mart,"181 Bay Street, Bce Place ",Toronto,M5J 2T3,43.64692,-79.37866
Shoppers Drug Mart,69 Yonge St,Toronto,M5E 1K3,43.64893,-79.37754
Shoppers Drug Mart,900 Albion Rd,Toronto,M9V 1A5,43.73511,-79.56088
Shoppers Drug Mart,2850 Lakeshore Blvd,Toronto,M8V 1J2,43.601691,-79.50217
Shoppers Drug Mart,1601 Bayview Avenue,Toronto,M4G 3B5,43.706355,-79.375086
Shoppers Drug Mart,2000 Queen Street East,Toronto,M4L 1J2,43.670176,-79.300186
Shoppers Drug Mart,"200 Bay St, Royal Bank Plaza ",Toronto,M5J 2J3,43.67064,-79.48524
Shoppers Drug Mart,2223 Bloor Street West,Toronto,M6S 1N7,43.650938,-79.476476
Shoppers Drug Mart,524 Queen St West,Toronto,M5V 2B5,43.64752,-79.40238
Shoppers Drug Mart,755 Danforth Avenue,Toronto,M4J 1L2,43.679202,-79.342267
Shoppers Drug Mart,29A-66 Wellington St West,Toronto,M5K 1A1,43.647231,-79.381225
Shoppers Simply Pharmacy,701 Sheppard Ave East,Toronto,M2K 2Z3,43.768442,-79.377504
Shoppers Simply Pharmacy,101-235 Danforth Ave,Toronto,M4K 1N2,43.67662,-79.35541
Shoppers Simply Pharmacy,1223 St Clair Ave West,Toronto,M6E 1B5,43.67777,-79.44492
Shoppers Simply Pharmacy,1525 Albion Road,Toronto,M9V 5G5,43.761242,-79.310806
Simpill Pharmacy,1408 Queen St W,Toronto,M6K 1L9,43.64129,-79.43459
Sina Pharmacy,37 The Links Rd,Toronto,M2P 1T7,43.75183,-79.401684
Skyway Pharmacy,348 Wilson Avenue,Toronto,M3H 1S9,43.736849,-79.438113
Smith'S Pharmacy,3463 Yonge Street,Toronto,M4N 2N3,43.734169,-79.404171
Snowdon Pharmacy,264 Bloor St West,Toronto,M5S 1V8,43.67163,-79.38041
Sobeys Pharmacy,145 Marlee Avenue,Toronto,M6B 3H3,43.703047,-79.441433
Sobeys Pharmacy,7271 Belfield Earl.Ward & Co. Ltd 2-124 Belfield Rd,Toronto,M9W 1G1,43.66804,-79.37792
Solara Pharmacy,3857 Lake Shore Blvd W,Toronto,M8W 0A2,43.589999,-79.545067
Solarski Pharmacy,149 Roncesvalles Avenue,Toronto,M6R 2L3,43.643866,-79.447902
Sone'S Pharmacy,991 Dovercourt Rd,Toronto,M6H 2X6,43.667135,-79.431468
Spadina'S Neighbourhood Pharmacy,720 Spadina Ave,Toronto,M5S 2T9,43.665291,-79.403621
St. Clair Drug Mart Pharmacy,1203 St Clair Avenue West,Toronto,M6E 1B5,43.677406,-79.444333
St. Gabriel Medical Pharmacy,101-650 Sheppard Ave. E.,Toronto,M2K 3E4,43.768586,-79.381432
St. George Drug Mart,567 Bathurst Street 2Nd Floor,Toronto,M5S 2P8,43.658443,-79.408257
St. George Pharmacy,193 College St,Toronto,M5T 1P9,43.65867,-79.39491
St. James Drug Mart,"240 Wellesley St E, #118 ",Toronto,M4X 1G5,43.66807,-79.37175
St. Joseph Pharmacy,2930 Islington Avenue,Toronto,M9L 2K5,43.75651,-79.56973
St. Joseph'S Health Centre Outpatient Pharmacy,30 The Queensway,Toronto,M6R 1B5,43.63936,-79.4501
St. Michael'S Drug Mart,565 College Street,Toronto,M6G 1B2,43.65527,-79.4127
St. Lawrence Pharmacy,126 Lower Sherbourne St,Toronto,M5A 4J4,43.64937,-79.36764
Stanbury'S Pharmacy,1032 Pape Ave,Toronto,M4K 3W2,43.73892,-79.303274
Stockyards Pharmacy,2566 St Clair Ave W,Toronto,M6N 1L8,43.668104,-79.488711
Sultan Pharmacy,8-1118 Finch Ave West,Toronto,M3J 3J4,43.770522,-79.456886
Sunnyside Medical Pharmacy,29 Roncesvalles Ave,Toronto,M6R 2K4,43.63996,-79.44634
Swansea Village Pharmasave,2388 Bloor St West,Toronto,M6S 1P5,43.64988,-79.4826
Symington Drugs,333 Symington Ave,Toronto,M6P 3X1,43.66647,-79.451236
Terrace Square Pharmacy,3424 Weston Road,Toronto,M9M 2W1,43.80737,-79.332211
Tgh Transplant Outpatient Pharmacy,"1202-585 University Ave, 12 Fl ",Toronto,M5G 2N2,43.6582,-79.389
The 6Ix Pharmacy On Front,58-550 Front St W,Toronto,M5V 3N5,43.641419,-79.399579
The Akron Pharmacy,2318 Lakeshore Blvd West,Toronto,M8V 1B5,43.61839,-79.48712
The Healing Source Pharmacy,2209 Bloor Street West,Toronto,M6S 1N5,43.65103,-79.475793
The Medicine Shoppe,1168 A Dundas Street W.,Toronto,M6J 1X4,43.649191,-79.421589
The Medicine Shoppe,515 St. Clair Ave West,Toronto,M6C 1A1,43.682786,-79.418784
The Medicine Shoppe,2600 Eglinton Avenue West,Toronto,M6M 1T5,43.691423,-79.46943
Palmerston Pharmacy,499 College St,Toronto,M6G 1A5,43.655778,-79.409693
The Pharmacy Network,7-1575 Jane St,Toronto,M9N 2R3,43.6992,-79.50239
Village Pharmacy,473 Church Street,Toronto,M4Y 2C5,43.664525,-79.38021
Theodore Pharmacy,1450 O'Connor Drive,Toronto,M4B 2T8,43.713662,-79.3068
Thorncliffe Pharmacy,106-65 Overlea Blvd,Toronto,M4H 1P1,43.70681,-79.34695
Thornlea Pharmacy,"62 Overlea Blvd, Unit 4A ",Toronto,M4H 1C4,43.707,-79.34392
Total Health Pharmacy,2115 Finch Ave West Suite 217,Toronto,M3N 2V6,43.7633,-79.4938
Total Health Pharmacy,997 Gerrard St E,Toronto,M4M 1Z4,43.668487,-79.338046
Total Health Pharmacy,1849 Yonge Street,Toronto,M4S 1Y2,43.69696,-79.395927
Total Health Pharmacy,100-801 Eglinton Avenue West,Toronto,M5N 1E3,43.701031,-79.424493
Trillium Pharmacy,3443 Finch Ave East,Toronto,M1W 2S1,43.797165,-79.312578
Trinity Drug Store,750 Dundas Street W,Toronto,M6J 3S3,43.652394,-79.406436
U&C Pharmacy,700 University Avenue Unit Hsc112 Shopping Concourse,Toronto,M5G 1Z5,43.659016,-79.391191
Ultra Bloor Pharmacy,1254 Bloor St West,Toronto,M6H 1N5,43.65902,-79.440374
Ultra Pharmacy,411 Parliament Street,Toronto,M5A 3A1,43.66259,-79.36703
United Drug Mart,154 Ossington Avenue,Toronto,M6J 2Z5,43.64745,-79.42032
Universal Pharmacy,819 Lansdowne Ave,Toronto,M6H 3Z2,43.66252,-79.44428
University Health Centre Pharmacy,"4801 Keele St, Unit 59 ",Toronto,M3J 3A4,43.77745,-79.49362
Uptown Pharmacy,243 Eglinton Ave West,Toronto,M4R 1B1,43.704804,-79.406639
Urban Care Pharmacy,26 Dalhousie Street,Toronto,M5B 2A5,43.65398,-79.37563
Victor Pharmacy,123 Edward Street,Toronto,M5G 1E2,43.655638,-79.386801
Victoria Park Pharmacy,1314 Victoria Park Avenue,Toronto,M4B 2L4,43.713897,-79.298416
Vina Pharmacy,1025 Gerrard St E,Toronto,M4M 1Z6,43.6687,-79.33717
Vina Pharmacy,1460 Queen Street W.,Toronto,M6K 1M2,43.640904,-79.436427
Vita Pharmacy,525 Dundas Street W. Unit 2,Toronto,M5T 1H4,43.65305,-79.39631
Vitality Compounding Pharmacy,918 Kingston Road,Toronto,M4E 1S5,43.680844,-79.289102
Walmart Pharmacy,2525 St. Clair Ave West,Toronto,M6N 4Z5,43.668067,-79.485305
Walmart Pharmacy,Walmart Pharmacy Limited 3757 Keele St,Toronto,M3J 1N4,43.75743,-79.48885
Walmart Pharmacy,1000 Gerrard Street East,Toronto,M4M 3G6,43.6694187,-79.3392933
Walmart Pharmacy,2202 Jane Street,Toronto,M3M 1A4,43.718832,-79.508383
Walmart Pharmacy,North Park Plaza 1305 Lawrence Avenue W.,Toronto,M6L 1A5,43.710008,-79.474392
Walmart Pharmacy,Dufferin Mall 900 Dufferin Street,Toronto,M6H 4A9,43.655817,-79.435362
Warden Medical Pharmacy,3321 Sheppard Ave East,Toronto,M1T 3K2,43.77855,-79.30867
Warden Woods Pharmacy,99 Firvalley Court,Toronto,M1L 1P2,43.70335,-79.277909
Welcome Guardian Pharmacy,137 Roncesvalles Avenue,Toronto,M6R 2L2,43.64308,-79.44744
Welcome Guardian Pharmacy,1881 Yonge St,Toronto,M4S 1Y6,43.69773,-79.39606
Welcome Guardian Pharmacy,837 Danforth Ave,Toronto,M4J 1L2,43.67948,-79.3406
Well + Good Pharmacy,557 Church Street Inc 557 Church Street,Toronto,M4Y 2E2,43.66723,-79.38126
Wellcare Pharmacy,815 College Street,Toronto,M6G 1C9,43.65471,-79.42213
Wellcare Pharmacy,3352 Keele Street,Toronto,M3J 1L5,43.74695,-79.48847
Wellcare Pharmacy,1263 Wilson Ave Unit # 110,Toronto,M3M 3G3,43.7411819,-79.4167565
Wellth Pharmacy,85 Church St,Toronto,M5C 2G2,43.70586,-79.51841
West Park Pharmacy,R1-32-82 Buttonwood Ave,Toronto,M6M 2J5,43.6893,-79.50897
Weston Drug Mart,2159 Weston Road,Toronto,M9N 1X8,43.703215,-79.524763
Weston Jane Pharmacy,1292 Weston Rd,Toronto,M6M 4R3,43.689034,-79.495812
Westown Pharmacy,235 Dixon Road,Toronto,M9P 2M5,43.699473,-79.286425
Westside Pharmacy,1896 Eglinton Ave West,Toronto,M6E 2J6,43.72645,-79.29698
Westside Pharmacy,D3-2404 Eglinton Ave W,Toronto,M6M 1S6,43.69223,-79.46752
White Cross Drugs,300-500 Yonge St,Toronto,M4Y 1X9,43.663189,-79.384079
White'S Pharmacy,725 Jane St,Toronto,M6N 4B3,43.67063,-79.49309
Whiteside Pharmacy,1732 St. Clair Ave W,Toronto,M6N 1J1,43.674431,-79.459936
Wholesome Pharmacy,811A Queen Street East,Toronto,M4M 1H8,43.64382,-79.42178
Willowdale Pharmacy,6023 Yonge Street,Toronto,M2M 3W2,43.789284,-79.417545
Wilson Compounding Pharmacy,5-1077 Wilson Avenue,Toronto,M3K 1G7,43.726885,-79.480753
Wilson-Allen Pharmacy,517 Wilson Avenue,Toronto,M3H 1V1,43.734542,-79.445935
Woodgreen Pharmacy,909 Queen Street East,Toronto,M4M 1J4,43.64382,-79.42178
Woodgreen Pharmacy,69 Queen St E Unit #101,Toronto,M5C 1R8,43.653761,-79.373864
Woods Drug Store,130 Kingston Rd,Toronto,M4L 1S7,43.67051,-79.31135
Woodvalley Pharmacy,14-130 Industry Street,Toronto,M6M 5G3,43.694672,-79.495073
Yonge Drug Mart,104-2399 Yonge St,Toronto,M4P 2E7,43.64999,-79.37849
Yonge Elmwood Pharmacy,201-5025 Yonge Street,Toronto,M2N 5P2,43.65346,-79.37937
York Medical Pharmacy,"491 Church St, Upstairs ",Toronto,M4Y 2C6,43.66527,-79.38036
Yours Pharmacy,796 Queen Street East,Toronto,M4M 1H4,43.64382,-79.42178
Zara'S Pharmacy,"1908 Gerrard Street East, Unit B ",Toronto,M4L 2C1,43.67958,-79.31267
