"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Davidson County, TN"	"47037"	"Aug., 2009"	"2009/08"	11	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Sep., 2009"	"2009/09"	12	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Mar., 2010"	"2010/03"	10	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Apr., 2010"	"2010/04"	12	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Oct., 2010"	"2010/10"	13	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Nov., 2010"	"2010/11"	14	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Dec., 2010"	"2010/12"	10	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jan., 2011"	"2011/01"	13	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"May, 2011"	"2011/05"	11	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Dec., 2011"	"2011/12"	12	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jan., 2012"	"2012/01"	15	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Feb., 2012"	"2012/02"	10	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jun., 2012"	"2012/06"	12	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jul., 2012"	"2012/07"	12	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Sep., 2012"	"2012/09"	13	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Nov., 2012"	"2012/11"	13	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Mar., 2013"	"2013/03"	11	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Apr., 2013"	"2013/04"	11	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"May, 2013"	"2013/05"	11	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jun., 2013"	"2013/06"	13	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jul., 2013"	"2013/07"	13	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Aug., 2013"	"2013/08"	11	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Oct., 2013"	"2013/10"	13	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Nov., 2013"	"2013/11"	13	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Dec., 2013"	"2013/12"	13	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jan., 2014"	"2014/01"	12	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Feb., 2014"	"2014/02"	16	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Apr., 2014"	"2014/04"	11	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"May, 2014"	"2014/05"	13	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jun., 2014"	"2014/06"	11	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Aug., 2014"	"2014/08"	15	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Nov., 2014"	"2014/11"	12	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jan., 2015"	"2015/01"	11	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Feb., 2015"	"2015/02"	14	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Mar., 2015"	"2015/03"	19	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"May, 2015"	"2015/05"	10	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jun., 2015"	"2015/06"	23	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jul., 2015"	"2015/07"	14	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Aug., 2015"	"2015/08"	15	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Sep., 2015"	"2015/09"	12	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Oct., 2015"	"2015/10"	14	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Nov., 2015"	"2015/11"	13	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Dec., 2015"	"2015/12"	15	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jan., 2016"	"2016/01"	23	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Feb., 2016"	"2016/02"	23	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Mar., 2016"	"2016/03"	13	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Apr., 2016"	"2016/04"	12	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"May, 2016"	"2016/05"	14	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jun., 2016"	"2016/06"	12	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jul., 2016"	"2016/07"	24	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Aug., 2016"	"2016/08"	25	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Sep., 2016"	"2016/09"	23	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Oct., 2016"	"2016/10"	18	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Nov., 2016"	"2016/11"	26	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Dec., 2016"	"2016/12"	18	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jan., 2017"	"2017/01"	14	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Feb., 2017"	"2017/02"	21	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Mar., 2017"	"2017/03"	18	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Apr., 2017"	"2017/04"	31	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"May, 2017"	"2017/05"	20	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jun., 2017"	"2017/06"	17	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jul., 2017"	"2017/07"	19	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Aug., 2017"	"2017/08"	15	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Sep., 2017"	"2017/09"	26	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Oct., 2017"	"2017/10"	18	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Nov., 2017"	"2017/11"	10	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Dec., 2017"	"2017/12"	33	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jan., 2018"	"2018/01"	20	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Feb., 2018"	"2018/02"	20	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Mar., 2018"	"2018/03"	22	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Apr., 2018"	"2018/04"	24	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"May, 2018"	"2018/05"	19	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jun., 2018"	"2018/06"	21	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Jul., 2018"	"2018/07"	21	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Aug., 2018"	"2018/08"	20	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Sep., 2018"	"2018/09"	18	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Oct., 2018"	"2018/10"	19	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Nov., 2018"	"2018/11"	21	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"Dec., 2018"	"2018/12"	23	Not Applicable	Not Applicable
	"Hamilton County, TN"	"47065"	"Sep., 2012"	"2012/09"	10	Not Applicable	Not Applicable
	"Hamilton County, TN"	"47065"	"Apr., 2014"	"2014/04"	10	Not Applicable	Not Applicable
	"Hamilton County, TN"	"47065"	"Jan., 2015"	"2015/01"	11	Not Applicable	Not Applicable
	"Hamilton County, TN"	"47065"	"May, 2016"	"2016/05"	10	Not Applicable	Not Applicable
	"Hamilton County, TN"	"47065"	"Jul., 2017"	"2017/07"	10	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Feb., 2004"	"2004/02"	11	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jul., 2004"	"2004/07"	13	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Aug., 2004"	"2004/08"	11	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Nov., 2004"	"2004/11"	10	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Dec., 2004"	"2004/12"	12	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Feb., 2005"	"2005/02"	11	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Mar., 2005"	"2005/03"	10	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Nov., 2005"	"2005/11"	17	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jan., 2006"	"2006/01"	11	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Apr., 2006"	"2006/04"	14	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jun., 2006"	"2006/06"	10	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Aug., 2006"	"2006/08"	10	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Oct., 2006"	"2006/10"	11	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Nov., 2006"	"2006/11"	11	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Feb., 2007"	"2007/02"	14	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"May, 2007"	"2007/05"	11	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Aug., 2007"	"2007/08"	13	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Feb., 2008"	"2008/02"	11	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Apr., 2008"	"2008/04"	17	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Nov., 2008"	"2008/11"	13	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jan., 2010"	"2010/01"	10	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Feb., 2010"	"2010/02"	20	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Mar., 2010"	"2010/03"	10	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Apr., 2010"	"2010/04"	12	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jan., 2011"	"2011/01"	10	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Aug., 2011"	"2011/08"	10	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Oct., 2011"	"2011/10"	10	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Mar., 2012"	"2012/03"	12	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jun., 2012"	"2012/06"	12	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jul., 2012"	"2012/07"	10	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Aug., 2012"	"2012/08"	12	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Feb., 2013"	"2013/02"	18	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Mar., 2013"	"2013/03"	12	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jun., 2013"	"2013/06"	14	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Sep., 2013"	"2013/09"	13	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Feb., 2014"	"2014/02"	10	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Apr., 2014"	"2014/04"	10	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"May, 2014"	"2014/05"	10	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jun., 2014"	"2014/06"	13	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Aug., 2014"	"2014/08"	17	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Sep., 2014"	"2014/09"	10	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Nov., 2014"	"2014/11"	19	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Dec., 2014"	"2014/12"	19	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jan., 2015"	"2015/01"	15	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Mar., 2015"	"2015/03"	14	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Apr., 2015"	"2015/04"	11	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"May, 2015"	"2015/05"	19	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jun., 2015"	"2015/06"	13	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jul., 2015"	"2015/07"	13	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Aug., 2015"	"2015/08"	15	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Sep., 2015"	"2015/09"	19	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Nov., 2015"	"2015/11"	12	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Dec., 2015"	"2015/12"	16	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jan., 2016"	"2016/01"	14	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Feb., 2016"	"2016/02"	11	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Mar., 2016"	"2016/03"	20	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Apr., 2016"	"2016/04"	17	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"May, 2016"	"2016/05"	18	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jun., 2016"	"2016/06"	17	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jul., 2016"	"2016/07"	17	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Sep., 2016"	"2016/09"	15	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Oct., 2016"	"2016/10"	15	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Nov., 2016"	"2016/11"	19	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Dec., 2016"	"2016/12"	17	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jan., 2017"	"2017/01"	19	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Feb., 2017"	"2017/02"	21	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Mar., 2017"	"2017/03"	23	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Apr., 2017"	"2017/04"	12	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"May, 2017"	"2017/05"	16	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jun., 2017"	"2017/06"	24	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jul., 2017"	"2017/07"	20	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Aug., 2017"	"2017/08"	30	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Sep., 2017"	"2017/09"	20	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Oct., 2017"	"2017/10"	22	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Nov., 2017"	"2017/11"	16	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Dec., 2017"	"2017/12"	36	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jan., 2018"	"2018/01"	28	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Feb., 2018"	"2018/02"	31	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Mar., 2018"	"2018/03"	15	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Apr., 2018"	"2018/04"	22	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"May, 2018"	"2018/05"	27	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jun., 2018"	"2018/06"	19	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Jul., 2018"	"2018/07"	28	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Aug., 2018"	"2018/08"	21	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Sep., 2018"	"2018/09"	22	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Oct., 2018"	"2018/10"	21	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Nov., 2018"	"2018/11"	24	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"Dec., 2018"	"2018/12"	21	Not Applicable	Not Applicable
	"Montgomery County, TN"	"47125"	"Nov., 2018"	"2018/11"	10	Not Applicable	Not Applicable
	"Rutherford County, TN"	"47149"	"Dec., 2015"	"2015/12"	12	Not Applicable	Not Applicable
	"Rutherford County, TN"	"47149"	"Aug., 2018"	"2018/08"	12	Not Applicable	Not Applicable
	"Rutherford County, TN"	"47149"	"Sep., 2018"	"2018/09"	11	Not Applicable	Not Applicable
	"Rutherford County, TN"	"47149"	"Dec., 2018"	"2018/12"	10	Not Applicable	Not Applicable
	"Sevier County, TN"	"47155"	"Jan., 2010"	"2010/01"	10	Not Applicable	Not Applicable
	"Sevier County, TN"	"47155"	"Nov., 2018"	"2018/11"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Nov., 1999"	"1999/11"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Dec., 1999"	"1999/12"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Aug., 2004"	"2004/08"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Oct., 2004"	"2004/10"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Nov., 2004"	"2004/11"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Jan., 2005"	"2005/01"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Feb., 2005"	"2005/02"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Jun., 2005"	"2005/06"	12	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Aug., 2005"	"2005/08"	12	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Oct., 2005"	"2005/10"	13	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Dec., 2005"	"2005/12"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Jan., 2006"	"2006/01"	12	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Mar., 2006"	"2006/03"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"May, 2006"	"2006/05"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Jul., 2006"	"2006/07"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Aug., 2006"	"2006/08"	12	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Nov., 2006"	"2006/11"	15	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Dec., 2006"	"2006/12"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Jan., 2007"	"2007/01"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Feb., 2007"	"2007/02"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"May, 2007"	"2007/05"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Jun., 2007"	"2007/06"	15	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Jul., 2007"	"2007/07"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Sep., 2007"	"2007/09"	13	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Dec., 2007"	"2007/12"	16	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Feb., 2008"	"2008/02"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Mar., 2008"	"2008/03"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Apr., 2008"	"2008/04"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"May, 2008"	"2008/05"	15	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Aug., 2008"	"2008/08"	12	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Dec., 2008"	"2008/12"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Jan., 2009"	"2009/01"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Feb., 2009"	"2009/02"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Mar., 2009"	"2009/03"	19	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Apr., 2009"	"2009/04"	16	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Jun., 2009"	"2009/06"	14	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Jul., 2009"	"2009/07"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Sep., 2009"	"2009/09"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Dec., 2009"	"2009/12"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Jan., 2010"	"2010/01"	12	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Feb., 2010"	"2010/02"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Mar., 2010"	"2010/03"	12	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Apr., 2010"	"2010/04"	13	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Jun., 2010"	"2010/06"	15	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Jul., 2010"	"2010/07"	12	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Aug., 2010"	"2010/08"	15	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Sep., 2010"	"2010/09"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Oct., 2010"	"2010/10"	12	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Dec., 2010"	"2010/12"	15	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Feb., 2011"	"2011/02"	14	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Aug., 2011"	"2011/08"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Sep., 2011"	"2011/09"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Jan., 2012"	"2012/01"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Feb., 2012"	"2012/02"	15	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Mar., 2012"	"2012/03"	15	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Apr., 2012"	"2012/04"	15	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"May, 2012"	"2012/05"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Jun., 2012"	"2012/06"	15	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Jul., 2012"	"2012/07"	17	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Aug., 2012"	"2012/08"	12	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Oct., 2012"	"2012/10"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Feb., 2013"	"2013/02"	15	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Mar., 2013"	"2013/03"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"May, 2013"	"2013/05"	12	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Jun., 2013"	"2013/06"	12	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Jul., 2013"	"2013/07"	15	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Aug., 2013"	"2013/08"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Sep., 2013"	"2013/09"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Nov., 2013"	"2013/11"	24	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Feb., 2014"	"2014/02"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"Mar., 2014"	"2014/03"	13	Not Applicable	Not Applicable
