"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Jefferson County, KY"	"21111"	"Jul., 2015"	"2015/07"	26	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Aug., 2015"	"2015/08"	18	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Sep., 2015"	"2015/09"	27	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Oct., 2015"	"2015/10"	19	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Nov., 2015"	"2015/11"	15	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Dec., 2015"	"2015/12"	21	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Jan., 2016"	"2016/01"	18	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Feb., 2016"	"2016/02"	14	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Mar., 2016"	"2016/03"	45	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Apr., 2016"	"2016/04"	26	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"May, 2016"	"2016/05"	40	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Jun., 2016"	"2016/06"	41	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Jul., 2016"	"2016/07"	19	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Aug., 2016"	"2016/08"	26	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Sep., 2016"	"2016/09"	26	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Oct., 2016"	"2016/10"	26	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Nov., 2016"	"2016/11"	24	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Dec., 2016"	"2016/12"	50	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Jan., 2017"	"2017/01"	41	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Feb., 2017"	"2017/02"	55	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Mar., 2017"	"2017/03"	33	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Apr., 2017"	"2017/04"	24	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"May, 2017"	"2017/05"	27	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Jun., 2017"	"2017/06"	29	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Jul., 2017"	"2017/07"	26	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Aug., 2017"	"2017/08"	35	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Sep., 2017"	"2017/09"	28	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Oct., 2017"	"2017/10"	28	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Nov., 2017"	"2017/11"	30	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Dec., 2017"	"2017/12"	21	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Jan., 2018"	"2018/01"	26	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Feb., 2018"	"2018/02"	34	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Mar., 2018"	"2018/03"	28	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Apr., 2018"	"2018/04"	26	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"May, 2018"	"2018/05"	22	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Jun., 2018"	"2018/06"	31	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Jul., 2018"	"2018/07"	18	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Aug., 2018"	"2018/08"	31	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Sep., 2018"	"2018/09"	16	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Oct., 2018"	"2018/10"	21	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Nov., 2018"	"2018/11"	25	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Dec., 2018"	"2018/12"	20	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Dec., 2010"	"2010/12"	10	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Jul., 2013"	"2013/07"	11	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Aug., 2014"	"2014/08"	10	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Dec., 2014"	"2014/12"	10	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"May, 2015"	"2015/05"	16	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Jul., 2015"	"2015/07"	11	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Aug., 2015"	"2015/08"	14	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Nov., 2015"	"2015/11"	11	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Dec., 2015"	"2015/12"	15	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Apr., 2016"	"2016/04"	11	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"May, 2016"	"2016/05"	10	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Oct., 2016"	"2016/10"	10	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Dec., 2016"	"2016/12"	13	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Jan., 2017"	"2017/01"	11	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Feb., 2017"	"2017/02"	10	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Mar., 2017"	"2017/03"	20	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Apr., 2017"	"2017/04"	18	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Jul., 2017"	"2017/07"	12	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Nov., 2017"	"2017/11"	15	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Feb., 2018"	"2018/02"	13	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Jun., 2018"	"2018/06"	12	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Aug., 2018"	"2018/08"	10	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Sep., 2018"	"2018/09"	14	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Oct., 2018"	"2018/10"	11	Not Applicable	Not Applicable
	"Ascension Parish, LA"	"22005"	"May, 2018"	"2018/05"	11	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	"Apr., 2007"	"2007/04"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Mar., 2015"	"2015/03"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"May, 2015"	"2015/05"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jun., 2015"	"2015/06"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Dec., 2016"	"2016/12"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2017"	"2017/01"	13	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Mar., 2017"	"2017/03"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"May, 2017"	"2017/05"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Aug., 2017"	"2017/08"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Apr., 2018"	"2018/04"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"May, 2018"	"2018/05"	13	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jun., 2018"	"2018/06"	12	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jul., 2018"	"2018/07"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Dec., 2018"	"2018/12"	12	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Jul., 2000"	"2000/07"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Apr., 2001"	"2001/04"	13	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Jan., 2002"	"2002/01"	13	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Mar., 2002"	"2002/03"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Apr., 2002"	"2002/04"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Nov., 2002"	"2002/11"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Feb., 2003"	"2003/02"	12	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Mar., 2003"	"2003/03"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Apr., 2003"	"2003/04"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Sep., 2003"	"2003/09"	13	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Dec., 2003"	"2003/12"	15	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Mar., 2004"	"2004/03"	14	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"May, 2004"	"2004/05"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Jun., 2004"	"2004/06"	11	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Oct., 2004"	"2004/10"	11	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Dec., 2004"	"2004/12"	11	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Jan., 2005"	"2005/01"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Mar., 2005"	"2005/03"	15	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Apr., 2005"	"2005/04"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"May, 2005"	"2005/05"	17	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Jul., 2005"	"2005/07"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Dec., 2005"	"2005/12"	11	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Apr., 2006"	"2006/04"	12	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"May, 2006"	"2006/05"	13	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Jun., 2006"	"2006/06"	13	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Aug., 2006"	"2006/08"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Oct., 2006"	"2006/10"	20	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Nov., 2006"	"2006/11"	11	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Dec., 2006"	"2006/12"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Apr., 2007"	"2007/04"	14	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Jun., 2007"	"2007/06"	15	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Jul., 2007"	"2007/07"	18	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Sep., 2007"	"2007/09"	13	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Dec., 2007"	"2007/12"	17	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Feb., 2008"	"2008/02"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Apr., 2008"	"2008/04"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Oct., 2008"	"2008/10"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Dec., 2008"	"2008/12"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Apr., 2009"	"2009/04"	12	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"May, 2009"	"2009/05"	13	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Nov., 2010"	"2010/11"	11	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Jan., 2011"	"2011/01"	12	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Nov., 2011"	"2011/11"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Jul., 2012"	"2012/07"	12	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Nov., 2012"	"2012/11"	13	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Dec., 2012"	"2012/12"	11	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Jan., 2013"	"2013/01"	11	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Feb., 2013"	"2013/02"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Mar., 2013"	"2013/03"	13	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Jul., 2013"	"2013/07"	12	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Aug., 2013"	"2013/08"	14	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Oct., 2013"	"2013/10"	17	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Nov., 2013"	"2013/11"	12	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Dec., 2013"	"2013/12"	12	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Feb., 2014"	"2014/02"	11	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Mar., 2014"	"2014/03"	14	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Jun., 2014"	"2014/06"	13	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Jul., 2014"	"2014/07"	11	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Nov., 2014"	"2014/11"	11	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Dec., 2014"	"2014/12"	11	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Mar., 2015"	"2015/03"	14	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Apr., 2015"	"2015/04"	12	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Jun., 2015"	"2015/06"	11	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Aug., 2015"	"2015/08"	11	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Sep., 2015"	"2015/09"	11	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Oct., 2015"	"2015/10"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Nov., 2015"	"2015/11"	17	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Dec., 2015"	"2015/12"	16	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Jan., 2016"	"2016/01"	12	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Mar., 2016"	"2016/03"	15	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Apr., 2016"	"2016/04"	15	Not Applicable	Not Applicable
