"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Bronx County, NY"	"36005"	"Jan., 1999"	"1999/01"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 1999"	"1999/02"	11	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 1999"	"1999/03"	13	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 1999"	"1999/04"	14	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 1999"	"1999/05"	15	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 1999"	"1999/06"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 1999"	"1999/07"	19	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 1999"	"1999/08"	15	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Sep., 1999"	"1999/09"	17	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 1999"	"1999/12"	14	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jan., 2000"	"2000/01"	18	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 2000"	"2000/02"	10	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 2000"	"2000/03"	19	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 2000"	"2000/04"	19	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 2000"	"2000/05"	22	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 2000"	"2000/06"	11	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 2000"	"2000/07"	12	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 2000"	"2000/10"	10	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Nov., 2000"	"2000/11"	12	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 2000"	"2000/12"	17	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jan., 2001"	"2001/01"	20	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 2001"	"2001/02"	11	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 2001"	"2001/03"	17	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 2001"	"2001/04"	21	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 2001"	"2001/05"	18	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 2001"	"2001/06"	19	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 2001"	"2001/07"	23	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 2001"	"2001/08"	13	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Sep., 2001"	"2001/09"	17	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 2001"	"2001/10"	20	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Nov., 2001"	"2001/11"	12	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 2001"	"2001/12"	20	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 2002"	"2002/02"	17	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 2002"	"2002/03"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 2002"	"2002/04"	26	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 2002"	"2002/05"	21	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 2002"	"2002/06"	13	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 2002"	"2002/07"	13	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 2002"	"2002/08"	23	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Sep., 2002"	"2002/09"	10	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 2002"	"2002/10"	13	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 2002"	"2002/12"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jan., 2003"	"2003/01"	14	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 2003"	"2003/02"	18	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 2003"	"2003/03"	26	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 2003"	"2003/05"	23	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 2003"	"2003/06"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 2003"	"2003/07"	15	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 2003"	"2003/08"	17	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Sep., 2003"	"2003/09"	19	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 2003"	"2003/10"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Nov., 2003"	"2003/11"	18	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 2003"	"2003/12"	18	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jan., 2004"	"2004/01"	21	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 2004"	"2004/02"	20	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 2004"	"2004/03"	17	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 2004"	"2004/04"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 2004"	"2004/05"	14	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 2004"	"2004/06"	11	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 2004"	"2004/07"	12	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 2004"	"2004/08"	13	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Sep., 2004"	"2004/09"	19	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 2004"	"2004/10"	11	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Nov., 2004"	"2004/11"	15	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 2004"	"2004/12"	19	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jan., 2005"	"2005/01"	13	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 2005"	"2005/02"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 2005"	"2005/03"	15	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 2005"	"2005/04"	20	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 2005"	"2005/05"	19	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 2005"	"2005/06"	20	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 2005"	"2005/07"	18	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 2005"	"2005/08"	14	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Sep., 2005"	"2005/09"	18	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 2005"	"2005/10"	15	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Nov., 2005"	"2005/11"	19	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 2005"	"2005/12"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jan., 2006"	"2006/01"	17	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 2006"	"2006/02"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 2006"	"2006/03"	14	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 2006"	"2006/04"	14	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 2006"	"2006/05"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 2006"	"2006/06"	21	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 2006"	"2006/07"	35	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 2006"	"2006/08"	29	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Sep., 2006"	"2006/09"	20	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 2006"	"2006/10"	21	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Nov., 2006"	"2006/11"	18	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 2006"	"2006/12"	39	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jan., 2007"	"2007/01"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 2007"	"2007/02"	22	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 2007"	"2007/03"	17	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 2007"	"2007/04"	24	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 2007"	"2007/05"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 2007"	"2007/06"	25	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 2007"	"2007/07"	21	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 2007"	"2007/08"	20	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Sep., 2007"	"2007/09"	22	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 2007"	"2007/10"	21	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Nov., 2007"	"2007/11"	14	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 2007"	"2007/12"	21	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jan., 2008"	"2008/01"	19	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 2008"	"2008/02"	21	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 2008"	"2008/03"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 2008"	"2008/04"	18	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 2008"	"2008/05"	10	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 2008"	"2008/06"	30	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 2008"	"2008/07"	19	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 2008"	"2008/08"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Sep., 2008"	"2008/09"	10	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 2008"	"2008/10"	13	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Nov., 2008"	"2008/11"	19	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 2008"	"2008/12"	13	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jan., 2009"	"2009/01"	12	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 2009"	"2009/02"	13	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 2009"	"2009/03"	15	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 2009"	"2009/04"	18	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 2009"	"2009/05"	19	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 2009"	"2009/06"	11	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 2009"	"2009/07"	20	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 2009"	"2009/08"	15	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Sep., 2009"	"2009/09"	24	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 2009"	"2009/10"	14	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Nov., 2009"	"2009/11"	18	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 2009"	"2009/12"	17	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jan., 2010"	"2010/01"	22	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 2010"	"2010/02"	11	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 2010"	"2010/03"	17	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 2010"	"2010/04"	20	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 2010"	"2010/05"	13	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 2010"	"2010/07"	10	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 2010"	"2010/08"	20	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 2010"	"2010/10"	15	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Nov., 2010"	"2010/11"	21	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 2010"	"2010/12"	13	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jan., 2011"	"2011/01"	18	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 2011"	"2011/02"	12	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 2011"	"2011/03"	14	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 2011"	"2011/04"	12	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 2011"	"2011/05"	17	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 2011"	"2011/06"	17	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 2011"	"2011/07"	27	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 2011"	"2011/08"	14	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Sep., 2011"	"2011/09"	17	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 2011"	"2011/10"	10	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Nov., 2011"	"2011/11"	18	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 2011"	"2011/12"	20	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jan., 2012"	"2012/01"	18	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 2012"	"2012/02"	17	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 2012"	"2012/03"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 2012"	"2012/04"	14	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 2012"	"2012/05"	21	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 2012"	"2012/06"	22	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 2012"	"2012/07"	18	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 2012"	"2012/08"	17	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Sep., 2012"	"2012/09"	12	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 2012"	"2012/10"	18	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Nov., 2012"	"2012/11"	18	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 2012"	"2012/12"	21	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jan., 2013"	"2013/01"	22	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 2013"	"2013/02"	23	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 2013"	"2013/03"	19	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 2013"	"2013/04"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 2013"	"2013/05"	11	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 2013"	"2013/06"	15	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 2013"	"2013/07"	19	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 2013"	"2013/08"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Sep., 2013"	"2013/09"	13	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 2013"	"2013/10"	22	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Nov., 2013"	"2013/11"	25	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 2013"	"2013/12"	18	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jan., 2014"	"2014/01"	20	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 2014"	"2014/02"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 2014"	"2014/03"	19	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 2014"	"2014/04"	13	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 2014"	"2014/05"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 2014"	"2014/06"	16	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 2014"	"2014/07"	24	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 2014"	"2014/08"	24	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Sep., 2014"	"2014/09"	17	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 2014"	"2014/10"	20	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Nov., 2014"	"2014/11"	10	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 2014"	"2014/12"	17	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jan., 2015"	"2015/01"	26	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 2015"	"2015/02"	20	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 2015"	"2015/03"	28	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 2015"	"2015/04"	18	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 2015"	"2015/05"	24	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 2015"	"2015/06"	19	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 2015"	"2015/07"	23	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 2015"	"2015/08"	26	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Sep., 2015"	"2015/09"	26	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 2015"	"2015/10"	30	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Nov., 2015"	"2015/11"	30	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 2015"	"2015/12"	27	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jan., 2016"	"2016/01"	27	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 2016"	"2016/02"	27	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 2016"	"2016/03"	26	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 2016"	"2016/04"	33	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 2016"	"2016/05"	24	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 2016"	"2016/06"	30	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 2016"	"2016/07"	41	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 2016"	"2016/08"	32	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Sep., 2016"	"2016/09"	31	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 2016"	"2016/10"	29	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Nov., 2016"	"2016/11"	37	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 2016"	"2016/12"	39	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jan., 2017"	"2017/01"	41	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 2017"	"2017/02"	26	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 2017"	"2017/03"	24	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 2017"	"2017/04"	25	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 2017"	"2017/05"	35	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 2017"	"2017/06"	36	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 2017"	"2017/07"	39	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 2017"	"2017/08"	28	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Sep., 2017"	"2017/09"	39	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 2017"	"2017/10"	38	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Nov., 2017"	"2017/11"	36	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 2017"	"2017/12"	37	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jan., 2018"	"2018/01"	49	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 2018"	"2018/02"	35	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 2018"	"2018/03"	25	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 2018"	"2018/04"	38	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 2018"	"2018/05"	35	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 2018"	"2018/06"	41	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 2018"	"2018/07"	41	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 2018"	"2018/08"	45	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Sep., 2018"	"2018/09"	27	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 2018"	"2018/10"	30	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Nov., 2018"	"2018/11"	29	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 2018"	"2018/12"	42	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	"Mar., 2016"	"2016/03"	10	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	"Feb., 2017"	"2017/02"	11	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	"Aug., 2017"	"2017/08"	11	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Aug., 2012"	"2012/08"	10	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Dec., 2013"	"2013/12"	16	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Aug., 2015"	"2015/08"	10	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Jul., 2016"	"2016/07"	10	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Aug., 2017"	"2017/08"	11	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Nov., 2017"	"2017/11"	10	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"May, 2018"	"2018/05"	13	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Jul., 2018"	"2018/07"	11	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Oct., 2018"	"2018/10"	13	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Nov., 2018"	"2018/11"	10	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Oct., 2006"	"2006/10"	10	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Dec., 2006"	"2006/12"	13	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Jan., 2007"	"2007/01"	10	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Nov., 2007"	"2007/11"	13	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Mar., 2008"	"2008/03"	10	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Apr., 2008"	"2008/04"	10	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Jul., 2008"	"2008/07"	10	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Nov., 2008"	"2008/11"	12	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Mar., 2009"	"2009/03"	13	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Nov., 2009"	"2009/11"	13	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Dec., 2009"	"2009/12"	14	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Jan., 2010"	"2010/01"	10	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Mar., 2010"	"2010/03"	10	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Sep., 2010"	"2010/09"	11	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Mar., 2011"	"2011/03"	17	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Jul., 2011"	"2011/07"	11	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Aug., 2011"	"2011/08"	19	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Oct., 2011"	"2011/10"	10	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Mar., 2012"	"2012/03"	16	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"May, 2012"	"2012/05"	11	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Jan., 2013"	"2013/01"	10	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Feb., 2013"	"2013/02"	14	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Mar., 2013"	"2013/03"	10	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"May, 2013"	"2013/05"	14	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Jun., 2013"	"2013/06"	11	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Aug., 2013"	"2013/08"	14	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Sep., 2013"	"2013/09"	18	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Nov., 2013"	"2013/11"	22	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Jan., 2014"	"2014/01"	24	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Feb., 2014"	"2014/02"	19	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Mar., 2014"	"2014/03"	11	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Apr., 2014"	"2014/04"	10	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"May, 2014"	"2014/05"	13	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Jul., 2014"	"2014/07"	10	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Aug., 2014"	"2014/08"	10	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Sep., 2014"	"2014/09"	11	Not Applicable	Not Applicable
